age,education.num,occupation,race,sex,hours.per.week,income
25,5,Machine-op-inspct,White,Male,45,<=50K
39,9,Sales,White,Female,36,<=50K
53,13,Machine-op-inspct,Asian-Pac-Islander,Female,40,<=50K
26,13,Exec-managerial,White,Female,40,<=50K
21,10,Other-service,White,Male,32,<=50K
18,9,Adm-clerical,Black,Male,40,<=50K
31,9,Craft-repair,White,Male,50,<=50K
44,9,Transport-moving,White,Male,40,>50K
43,9,Machine-op-inspct,White,Male,44,<=50K
21,10,Sales,Black,Female,30,<=50K
30,9,Handlers-cleaners,White,Male,40,>50K
55,9,Transport-moving,White,Male,60,<=50K
57,10,Adm-clerical,White,Female,40,<=50K
37,9,Farming-fishing,White,Male,50,<=50K
32,9,Machine-op-inspct,White,Male,40,>50K
62,13,Prof-specialty,White,Male,60,>50K
31,13,Sales,Black,Male,40,>50K
51,13,Exec-managerial,White,Male,50,>50K
45,3,Transport-moving,White,Male,38,<=50K
47,10,Machine-op-inspct,White,Male,40,<=50K
75,7,Exec-managerial,White,Male,30,<=50K
43,14,Prof-specialty,Other,Male,50,<=50K
30,13,Prof-specialty,White,Male,40,>50K
27,3,Handlers-cleaners,White,Male,40,<=50K
44,9,Machine-op-inspct,Amer-Indian-Eskimo,Male,40,<=50K
53,14,Prof-specialty,White,Female,35,>50K
40,13,Adm-clerical,White,Male,40,<=50K
18,7,Sales,White,Female,20,<=50K
33,13,Protective-serv,Black,Male,40,<=50K
20,9,Sales,White,Male,40,<=50K
38,10,Exec-managerial,Black,Male,50,<=50K
48,9,Adm-clerical,White,Female,35,<=50K
46,9,Exec-managerial,White,Male,40,<=50K
51,9,Craft-repair,White,Male,40,<=50K
35,9,Other-service,White,Female,30,<=50K
24,4,Handlers-cleaners,White,Male,40,<=50K
30,10,Handlers-cleaners,White,Male,50,<=50K
70,9,Exec-managerial,White,Male,30,<=50K
26,9,Transport-moving,White,Male,44,<=50K
46,9,Craft-repair,White,Male,40,>50K
70,9,Adm-clerical,White,Female,5,<=50K
37,10,Other-service,White,Male,40,<=50K
36,10,Sales,White,Female,35,<=50K
23,5,Machine-op-inspct,White,Female,40,<=50K
44,10,Exec-managerial,White,Male,50,>50K
53,10,Exec-managerial,White,Male,60,>50K
23,10,Handlers-cleaners,White,Male,40,<=50K
26,9,Craft-repair,Black,Male,40,<=50K
34,14,Prof-specialty,White,Female,50,<=50K
43,7,Craft-repair,White,Male,40,<=50K
22,10,Other-service,Black,Male,20,<=50K
36,9,Adm-clerical,Asian-Pac-Islander,Male,40,<=50K
42,10,Farming-fishing,White,Male,60,<=50K
27,11,Adm-clerical,White,Female,35,<=50K
41,9,Protective-serv,White,Male,40,<=50K
32,13,Exec-managerial,Asian-Pac-Islander,Female,40,>50K
21,10,Adm-clerical,Asian-Pac-Islander,Male,20,<=50K
44,13,Exec-managerial,Black,Male,50,>50K
29,13,Exec-managerial,White,Male,40,<=50K
19,10,Other-service,White,Female,22,<=50K
21,10,Adm-clerical,White,Male,40,<=50K
46,9,Transport-moving,White,Male,40,<=50K
38,13,Exec-managerial,White,Male,55,>50K
43,10,Adm-clerical,White,Male,48,>50K
54,9,Sales,White,Male,50,>50K
50,9,Adm-clerical,White,Female,40,>50K
30,11,Prof-specialty,White,Female,36,>50K
30,5,Craft-repair,White,Male,40,<=50K
28,9,Exec-managerial,Amer-Indian-Eskimo,Female,35,<=50K
26,11,Adm-clerical,White,Female,45,<=50K
37,10,Craft-repair,White,Male,43,<=50K
64,14,Prof-specialty,White,Female,5,>50K
18,9,Sales,White,Female,28,<=50K
30,10,Adm-clerical,White,Male,30,<=50K
18,7,Other-service,Black,Male,30,<=50K
27,9,Craft-repair,White,Male,40,<=50K
49,5,Other-service,White,Male,40,<=50K
46,9,Other-service,White,Male,43,>50K
37,9,Adm-clerical,White,Male,40,<=50K
30,10,Transport-moving,White,Male,40,<=50K
29,9,Prof-specialty,Other,Female,30,<=50K
25,9,Farming-fishing,White,Male,30,<=50K
38,9,Priv-house-serv,Black,Female,30,<=50K
35,10,Craft-repair,White,Male,50,<=50K
56,14,Adm-clerical,White,Male,80,>50K
29,10,Exec-managerial,White,Female,40,<=50K
41,9,Tech-support,White,Male,40,<=50K
47,9,Machine-op-inspct,White,Male,40,<=50K
23,13,Adm-clerical,Asian-Pac-Islander,Female,40,<=50K
46,13,Sales,White,Male,45,>50K
39,13,Adm-clerical,White,Female,20,<=50K
42,10,Farming-fishing,White,Female,50,<=50K
57,15,Prof-specialty,White,Female,40,<=50K
22,10,Other-service,Black,Female,30,<=50K
24,11,Adm-clerical,White,Male,30,>50K
19,10,Handlers-cleaners,White,Male,50,<=50K
55,12,Sales,Black,Female,30,<=50K
37,9,Protective-serv,White,Male,40,<=50K
37,10,Adm-clerical,Black,Female,40,<=50K
28,13,Other-service,White,Male,50,<=50K
27,9,Other-service,White,Female,40,<=50K
40,13,Prof-specialty,White,Female,20,<=50K
51,9,Priv-house-serv,White,Female,40,<=50K
52,11,Transport-moving,White,Male,56,<=50K
40,10,Adm-clerical,White,Female,50,<=50K
63,10,Protective-serv,White,Male,40,<=50K
63,9,Transport-moving,White,Male,45,>50K
51,10,Adm-clerical,White,Female,40,<=50K
23,9,Adm-clerical,White,Female,40,<=50K
66,9,Craft-repair,White,Male,20,<=50K
33,9,Sales,White,Male,66,<=50K
49,9,Craft-repair,White,Male,43,<=50K
20,10,Transport-moving,White,Male,32,<=50K
26,10,Protective-serv,White,Male,40,<=50K
52,9,Exec-managerial,White,Male,50,>50K
33,13,Exec-managerial,White,Male,50,>50K
47,13,Sales,White,Male,45,<=50K
23,9,Exec-managerial,Black,Male,75,<=50K
53,12,Adm-clerical,White,Male,40,<=50K
19,10,Other-service,White,Male,20,<=50K
53,4,Transport-moving,White,Male,60,>50K
65,9,Machine-op-inspct,White,Male,10,<=50K
68,13,Transport-moving,White,Male,30,<=50K
30,6,Sales,White,Male,18,<=50K
28,7,Craft-repair,White,Male,45,<=50K
54,6,Protective-serv,White,Male,45,<=50K
30,9,Other-service,White,Male,10,<=50K
22,10,Adm-clerical,White,Male,50,<=50K
25,9,Other-service,White,Male,30,<=50K
19,7,Other-service,White,Male,20,<=50K
32,15,Prof-specialty,White,Male,40,>50K
23,13,Exec-managerial,White,Female,40,<=50K
51,13,Prof-specialty,White,Male,45,<=50K
25,10,Sales,White,Male,44,>50K
46,13,Prof-specialty,Black,Female,40,<=50K
38,10,Tech-support,White,Female,50,<=50K
26,9,Protective-serv,Asian-Pac-Islander,Male,40,>50K
46,9,Prof-specialty,White,Female,40,<=50K
25,13,Prof-specialty,White,Female,40,<=50K
29,14,Prof-specialty,White,Male,35,<=50K
51,14,Exec-managerial,White,Male,50,>50K
40,10,Craft-repair,White,Male,52,<=50K
24,10,Adm-clerical,White,Female,40,<=50K
24,13,Farming-fishing,White,Male,50,<=50K
31,11,Other-service,Amer-Indian-Eskimo,Female,24,<=50K
34,12,Craft-repair,White,Male,60,<=50K
19,10,Farming-fishing,White,Male,66,<=50K
21,9,Transport-moving,Black,Male,40,<=50K
21,6,Farming-fishing,White,Male,70,<=50K
23,10,Transport-moving,White,Male,24,<=50K
37,10,Craft-repair,White,Male,40,<=50K
40,14,Exec-managerial,White,Male,46,>50K
57,9,Other-service,White,Male,30,<=50K
24,7,Transport-moving,Asian-Pac-Islander,Male,40,<=50K
43,10,Prof-specialty,White,Male,40,<=50K
40,9,Other-service,White,Female,40,<=50K
49,9,Exec-managerial,White,Male,40,<=50K
62,9,Craft-repair,White,Male,40,<=50K
29,11,Adm-clerical,White,Male,40,<=50K
49,9,Machine-op-inspct,White,Female,40,<=50K
55,10,Adm-clerical,Black,Female,40,<=50K
37,13,Exec-managerial,White,Male,40,<=50K
43,13,Adm-clerical,White,Male,40,>50K
29,10,Adm-clerical,White,Female,40,<=50K
44,9,Sales,White,Female,40,>50K
28,10,Tech-support,White,Male,40,>50K
38,10,Exec-managerial,White,Female,45,<=50K
19,10,Other-service,White,Female,20,<=50K
20,8,Other-service,White,Male,40,<=50K
60,9,Handlers-cleaners,White,Male,40,<=50K
30,9,Sales,White,Female,40,<=50K
22,10,Adm-clerical,Asian-Pac-Islander,Male,40,<=50K
51,10,Sales,White,Female,60,<=50K
31,13,Prof-specialty,Black,Female,40,<=50K
48,9,Exec-managerial,White,Female,40,<=50K
51,9,Transport-moving,Black,Male,40,<=50K
50,9,Craft-repair,Black,Male,40,>50K
46,9,Sales,White,Female,40,>50K
68,9,Handlers-cleaners,White,Male,45,>50K
23,12,Craft-repair,White,Male,30,<=50K
49,14,Sales,White,Female,35,<=50K
24,6,Handlers-cleaners,White,Male,40,<=50K
30,9,Protective-serv,Black,Male,40,<=50K
34,9,Sales,White,Female,35,<=50K
22,10,Exec-managerial,White,Male,40,<=50K
30,4,Handlers-cleaners,White,Male,40,<=50K
61,4,Transport-moving,White,Male,31,<=50K
36,9,Exec-managerial,White,Male,40,<=50K
51,11,Exec-managerial,White,Male,40,<=50K
43,3,Machine-op-inspct,Asian-Pac-Islander,Female,40,>50K
54,10,Protective-serv,White,Male,48,>50K
63,9,Prof-specialty,White,Female,25,<=50K
51,10,Exec-managerial,White,Male,40,>50K
63,6,Machine-op-inspct,White,Male,40,<=50K
51,14,Prof-specialty,White,Male,60,>50K
27,9,Sales,White,Female,35,<=50K
35,12,Tech-support,White,Male,40,>50K
46,9,Craft-repair,White,Male,40,<=50K
53,11,Craft-repair,Black,Male,40,>50K
26,10,Adm-clerical,White,Male,24,<=50K
43,9,Machine-op-inspct,White,Male,40,<=50K
54,9,Adm-clerical,White,Male,40,>50K
57,10,Prof-specialty,White,Female,40,<=50K
29,9,Other-service,White,Male,20,<=50K
20,9,Craft-repair,Black,Male,40,<=50K
23,9,Other-service,White,Male,40,<=50K
69,7,Adm-clerical,White,Male,20,<=50K
53,13,Prof-specialty,Black,Male,35,<=50K
28,9,Adm-clerical,White,Male,40,<=50K
28,13,Other-service,Black,Male,40,<=50K
33,9,Exec-managerial,Asian-Pac-Islander,Male,84,>50K
48,9,Sales,White,Female,30,<=50K
61,9,Craft-repair,White,Male,40,>50K
48,10,Exec-managerial,White,Male,40,<=50K
32,4,Craft-repair,White,Male,40,<=50K
51,9,Craft-repair,White,Male,40,>50K
19,10,Other-service,White,Male,14,<=50K
47,9,Prof-specialty,White,Male,50,<=50K
25,13,Transport-moving,White,Male,60,<=50K
72,10,Protective-serv,Black,Male,40,<=50K
29,7,Craft-repair,White,Male,40,<=50K
22,9,Adm-clerical,White,Female,40,<=50K
57,9,Other-service,Black,Male,48,<=50K
50,12,Adm-clerical,White,Male,60,<=50K
45,10,Sales,White,Male,30,<=50K
52,10,Prof-specialty,White,Male,40,>50K
53,14,Exec-managerial,White,Male,48,>50K
36,9,Handlers-cleaners,White,Male,48,<=50K
46,9,Craft-repair,White,Male,40,>50K
20,9,Sales,White,Female,20,<=50K
75,3,Other-service,Black,Male,10,<=50K
32,9,Craft-repair,White,Male,40,>50K
28,9,Craft-repair,White,Male,40,<=50K
53,14,Prof-specialty,White,Female,40,<=50K
17,7,Sales,White,Female,35,<=50K
46,11,Adm-clerical,White,Female,38,<=50K
39,12,Prof-specialty,White,Female,30,<=50K
38,10,Craft-repair,White,Male,40,<=50K
36,9,Machine-op-inspct,White,Male,60,<=50K
63,13,Prof-specialty,Black,Female,21,<=50K
28,2,Machine-op-inspct,White,Male,43,<=50K
49,9,Adm-clerical,White,Female,35,<=50K
43,10,Machine-op-inspct,White,Male,40,<=50K
38,13,Exec-managerial,White,Male,45,>50K
39,9,Tech-support,White,Male,62,<=50K
40,9,Exec-managerial,White,Male,40,<=50K
30,10,Tech-support,White,Male,50,>50K
44,10,Transport-moving,Black,Male,40,<=50K
40,9,Sales,White,Male,24,<=50K
30,9,Machine-op-inspct,White,Female,35,<=50K
52,11,Prof-specialty,White,Female,35,<=50K
42,10,Craft-repair,Black,Male,40,>50K
39,10,Craft-repair,White,Male,52,>50K
43,10,Prof-specialty,White,Male,45,<=50K
30,11,Craft-repair,White,Male,40,<=50K
39,13,Prof-specialty,White,Male,55,>50K
41,9,Transport-moving,White,Female,20,<=50K
25,7,Craft-repair,White,Male,40,<=50K
44,13,Adm-clerical,White,Male,40,<=50K
40,9,Handlers-cleaners,White,Male,40,<=50K
21,9,Adm-clerical,Black,Female,35,<=50K
41,10,Adm-clerical,White,Female,38,<=50K
24,13,Exec-managerial,White,Female,50,<=50K
67,9,Farming-fishing,White,Male,60,<=50K
24,13,Adm-clerical,White,Male,38,<=50K
50,13,Sales,White,Male,60,<=50K
48,14,Sales,White,Male,35,<=50K
50,13,Prof-specialty,White,Female,36,<=50K
64,6,Exec-managerial,White,Male,40,>50K
49,5,Other-service,Black,Male,37,<=50K
20,9,Other-service,Black,Male,52,<=50K
30,9,Adm-clerical,White,Female,40,<=50K
37,13,Other-service,Asian-Pac-Islander,Male,30,<=50K
52,9,Machine-op-inspct,White,Male,40,>50K
22,10,Protective-serv,White,Male,25,<=50K
19,10,Adm-clerical,White,Male,15,<=50K
52,9,Craft-repair,White,Male,55,>50K
42,13,Tech-support,Asian-Pac-Islander,Female,40,<=50K
35,9,Exec-managerial,White,Female,36,<=50K
27,10,Adm-clerical,White,Female,50,<=50K
54,9,Other-service,Black,Female,38,<=50K
37,6,Transport-moving,White,Male,35,<=50K
28,4,Craft-repair,White,Male,30,<=50K
63,13,Sales,White,Male,40,<=50K
19,9,Machine-op-inspct,White,Male,42,<=50K
28,13,Sales,White,Female,40,<=50K
44,15,Prof-specialty,White,Female,40,>50K
31,10,Craft-repair,White,Male,40,>50K
35,13,Sales,Asian-Pac-Islander,Male,50,>50K
64,9,Priv-house-serv,White,Female,50,<=50K
40,9,Handlers-cleaners,White,Male,40,>50K
59,12,Prof-specialty,White,Female,50,<=50K
22,10,Adm-clerical,White,Female,40,<=50K
40,10,Sales,White,Female,44,<=50K
35,4,Handlers-cleaners,White,Male,40,<=50K
20,10,Adm-clerical,White,Female,15,<=50K
35,9,Protective-serv,White,Male,40,<=50K
28,10,Exec-managerial,White,Male,48,<=50K
28,9,Machine-op-inspct,White,Male,40,<=50K
25,12,Sales,White,Male,60,<=50K
37,9,Adm-clerical,White,Female,40,<=50K
31,11,Sales,White,Female,38,<=50K
41,9,Adm-clerical,White,Female,40,<=50K
31,6,Tech-support,White,Male,40,>50K
44,9,Craft-repair,White,Male,40,<=50K
20,10,Exec-managerial,Black,Male,47,<=50K
57,10,Farming-fishing,White,Male,50,<=50K
26,9,Other-service,White,Female,12,<=50K
29,9,Protective-serv,White,Male,40,<=50K
40,11,Craft-repair,White,Male,40,>50K
21,12,Other-service,Black,Male,35,<=50K
21,10,Craft-repair,White,Male,70,<=50K
34,15,Prof-specialty,White,Male,48,>50K
24,13,Exec-managerial,White,Female,15,<=50K
28,6,Other-service,White,Female,40,<=50K
35,9,Transport-moving,White,Male,50,<=50K
35,9,Craft-repair,White,Male,40,<=50K
38,13,Exec-managerial,White,Female,40,<=50K
44,9,Adm-clerical,Black,Female,40,<=50K
39,13,Handlers-cleaners,White,Female,40,>50K
57,9,Other-service,White,Female,40,<=50K
19,10,Sales,White,Female,40,<=50K
29,11,Machine-op-inspct,White,Male,48,<=50K
23,9,Machine-op-inspct,Black,Male,40,<=50K
50,9,Other-service,White,Female,40,<=50K
51,10,Craft-repair,White,Male,20,<=50K
28,11,Craft-repair,Amer-Indian-Eskimo,Male,40,<=50K
44,13,Sales,White,Male,60,<=50K
29,13,Prof-specialty,Black,Male,40,<=50K
31,9,Transport-moving,White,Male,45,<=50K
27,13,Craft-repair,White,Male,45,>50K
34,13,Exec-managerial,White,Male,45,<=50K
27,10,Handlers-cleaners,White,Male,40,>50K
31,11,Adm-clerical,Black,Female,40,<=50K
46,12,Craft-repair,White,Male,40,>50K
39,10,Adm-clerical,Asian-Pac-Islander,Female,40,<=50K
40,13,Sales,White,Male,55,>50K
28,7,Sales,White,Male,40,<=50K
18,9,Sales,White,Female,40,<=50K
51,9,Adm-clerical,White,Female,40,<=50K
58,9,Sales,White,Male,50,<=50K
66,9,Sales,White,Male,40,<=50K
36,9,Other-service,Asian-Pac-Islander,Female,20,<=50K
38,7,Handlers-cleaners,White,Female,60,<=50K
25,12,Exec-managerial,White,Male,40,<=50K
25,9,Other-service,White,Female,22,<=50K
90,7,Handlers-cleaners,White,Male,40,<=50K
41,10,Adm-clerical,White,Female,40,<=50K
33,9,Adm-clerical,White,Female,40,<=50K
39,9,Craft-repair,Black,Female,20,<=50K
59,9,Sales,White,Male,60,<=50K
27,9,Handlers-cleaners,White,Female,40,<=50K
52,4,Craft-repair,White,Male,40,<=50K
59,9,Other-service,White,Female,24,<=50K
28,10,Craft-repair,White,Female,40,<=50K
37,9,Other-service,White,Female,50,<=50K
36,13,Exec-managerial,White,Male,50,>50K
34,13,Prof-specialty,White,Male,60,>50K
23,10,Adm-clerical,White,Male,40,<=50K
27,14,Prof-specialty,White,Male,52,<=50K
31,14,Prof-specialty,White,Male,40,<=50K
21,6,Machine-op-inspct,White,Male,36,<=50K
31,9,Exec-managerial,White,Male,54,<=50K
59,9,Handlers-cleaners,White,Male,40,>50K
19,7,Handlers-cleaners,White,Male,40,<=50K
47,9,Transport-moving,White,Male,50,<=50K
34,13,Craft-repair,White,Male,40,<=50K
57,9,Other-service,White,Male,78,<=50K
51,5,Transport-moving,Black,Male,40,<=50K
21,10,Handlers-cleaners,White,Male,20,<=50K
30,10,Sales,White,Male,50,<=50K
46,10,Handlers-cleaners,White,Male,45,<=50K
40,13,Sales,White,Female,45,<=50K
52,1,Other-service,White,Male,40,<=50K
23,13,Sales,Asian-Pac-Islander,Male,50,<=50K
25,9,Adm-clerical,White,Female,50,<=50K
43,10,Transport-moving,White,Male,45,<=50K
38,10,Protective-serv,Amer-Indian-Eskimo,Female,40,>50K
22,11,Other-service,White,Female,30,<=50K
65,11,Transport-moving,White,Male,20,<=50K
50,9,Tech-support,White,Male,15,<=50K
25,9,Transport-moving,White,Male,40,<=50K
54,10,Adm-clerical,White,Female,40,<=50K
49,9,Adm-clerical,White,Male,40,>50K
44,10,Machine-op-inspct,White,Male,40,<=50K
24,5,Other-service,White,Female,40,<=50K
25,13,Sales,White,Male,38,<=50K
65,9,Transport-moving,White,Male,20,<=50K
56,9,Exec-managerial,Black,Male,45,<=50K
23,13,Prof-specialty,White,Female,40,<=50K
20,10,Other-service,White,Female,20,<=50K
24,3,Craft-repair,White,Male,40,<=50K
40,10,Farming-fishing,White,Male,50,<=50K
55,9,Craft-repair,White,Male,50,>50K
38,9,Adm-clerical,White,Female,48,<=50K
23,9,Adm-clerical,Black,Female,40,<=50K
44,13,Exec-managerial,White,Male,50,<=50K
20,10,Adm-clerical,White,Female,12,<=50K
29,9,Other-service,White,Male,40,<=50K
43,9,Protective-serv,White,Male,40,<=50K
30,8,Machine-op-inspct,White,Male,40,<=50K
28,10,Adm-clerical,White,Female,38,<=50K
31,9,Exec-managerial,White,Male,40,>50K
52,9,Craft-repair,White,Female,40,<=50K
36,13,Prof-specialty,White,Female,50,>50K
38,9,Craft-repair,White,Male,45,<=50K
63,11,Farming-fishing,White,Male,40,<=50K
21,10,Other-service,White,Male,35,<=50K
33,9,Adm-clerical,White,Male,40,<=50K
33,16,Prof-specialty,White,Male,55,>50K
20,10,Adm-clerical,White,Female,30,<=50K
28,9,Handlers-cleaners,White,Male,40,<=50K
46,9,Priv-house-serv,White,Female,28,<=50K
25,10,Sales,Black,Male,45,<=50K
31,5,Craft-repair,White,Male,60,<=50K
49,9,Craft-repair,White,Male,40,<=50K
22,10,Tech-support,White,Male,20,<=50K
52,11,Other-service,White,Female,20,>50K
29,12,Exec-managerial,White,Female,50,<=50K
18,7,Other-service,White,Female,20,<=50K
31,10,Exec-managerial,White,Male,35,<=50K
23,10,Other-service,Asian-Pac-Islander,Female,35,<=50K
54,6,Sales,White,Male,65,<=50K
50,9,Other-service,White,Female,49,<=50K
24,13,Farming-fishing,White,Female,40,<=50K
49,9,Other-service,White,Male,45,<=50K
54,9,Craft-repair,White,Male,40,>50K
49,9,Adm-clerical,White,Male,40,<=50K
36,13,Prof-specialty,White,Female,35,<=50K
23,9,Transport-moving,Black,Male,40,<=50K
63,10,Other-service,White,Female,40,<=50K
67,9,Sales,White,Male,40,>50K
23,9,Craft-repair,White,Male,40,<=50K
22,13,Prof-specialty,White,Male,40,<=50K
66,11,Adm-clerical,White,Male,30,<=50K
25,7,Craft-repair,White,Male,50,<=50K
30,10,Machine-op-inspct,White,Female,20,<=50K
67,4,Exec-managerial,White,Male,40,<=50K
30,8,Craft-repair,Black,Male,40,<=50K
26,10,Machine-op-inspct,Black,Female,38,<=50K
34,9,Machine-op-inspct,White,Male,40,<=50K
21,10,Sales,White,Male,40,<=50K
18,8,Craft-repair,White,Male,10,<=50K
21,9,Craft-repair,White,Male,40,<=50K
76,5,Prof-specialty,White,Male,40,<=50K
51,10,Protective-serv,Asian-Pac-Islander,Male,70,<=50K
26,9,Machine-op-inspct,White,Female,56,<=50K
18,8,Other-service,White,Female,25,<=50K
59,9,Exec-managerial,White,Female,40,<=50K
33,10,Farming-fishing,White,Male,72,<=50K
25,9,Other-service,White,Female,10,<=50K
48,9,Machine-op-inspct,White,Female,10,<=50K
64,13,Sales,White,Female,5,<=50K
47,14,Prof-specialty,White,Female,45,>50K
26,10,Tech-support,White,Female,40,<=50K
36,12,Prof-specialty,White,Male,48,>50K
21,9,Farming-fishing,White,Male,40,<=50K
30,9,Machine-op-inspct,White,Male,44,<=50K
41,9,Craft-repair,White,Male,40,<=50K
34,10,Sales,Black,Male,30,<=50K
24,6,Sales,White,Male,49,<=50K
26,13,Prof-specialty,White,Female,20,<=50K
25,9,Adm-clerical,White,Female,48,<=50K
35,10,Sales,White,Female,36,<=50K
41,10,Craft-repair,White,Male,40,>50K
33,7,Craft-repair,White,Male,40,<=50K
18,10,Other-service,White,Female,25,<=50K
27,9,Adm-clerical,White,Male,38,<=50K
32,9,Other-service,White,Female,35,<=50K
51,9,Other-service,Black,Male,40,<=50K
38,11,Adm-clerical,Black,Female,40,<=50K
41,10,Transport-moving,White,Female,25,<=50K
38,11,Exec-managerial,White,Male,35,<=50K
54,5,Exec-managerial,White,Male,45,>50K
30,13,Prof-specialty,White,Female,60,<=50K
31,10,Exec-managerial,White,Female,30,<=50K
26,13,Prof-specialty,White,Male,40,<=50K
29,14,Transport-moving,Black,Male,40,<=50K
61,9,Exec-managerial,White,Male,50,>50K
24,10,Sales,White,Female,45,<=50K
34,12,Prof-specialty,White,Male,40,<=50K
42,10,Craft-repair,White,Male,40,<=50K
24,7,Craft-repair,White,Male,40,<=50K
42,12,Sales,White,Male,40,<=50K
39,13,Prof-specialty,White,Female,50,>50K
20,9,Handlers-cleaners,White,Male,40,<=50K
51,7,Other-service,Black,Female,40,<=50K
68,13,Sales,White,Male,30,<=50K
28,9,Machine-op-inspct,White,Male,48,<=50K
43,9,Tech-support,White,Female,40,<=50K
35,10,Craft-repair,White,Male,40,<=50K
44,9,Adm-clerical,Black,Female,40,<=50K
41,13,Handlers-cleaners,White,Male,40,<=50K
44,9,Tech-support,White,Male,45,>50K
20,9,Adm-clerical,White,Female,40,<=50K
46,9,Craft-repair,White,Male,75,>50K
32,10,Other-service,White,Male,50,<=50K
46,10,Sales,White,Male,50,<=50K
26,9,Other-service,White,Male,24,<=50K
20,10,Adm-clerical,Asian-Pac-Islander,Female,40,<=50K
36,9,Farming-fishing,White,Female,40,<=50K
49,13,Exec-managerial,White,Male,40,>50K
36,9,Transport-moving,White,Male,45,<=50K
22,10,Other-service,White,Male,25,<=50K
52,9,Adm-clerical,White,Female,40,<=50K
42,9,Exec-managerial,White,Male,50,>50K
72,9,Other-service,White,Female,16,<=50K
30,13,Prof-specialty,White,Female,40,<=50K
44,10,Handlers-cleaners,White,Male,40,<=50K
23,13,Sales,White,Female,45,<=50K
22,10,Sales,White,Male,20,<=50K
59,13,Adm-clerical,White,Male,60,<=50K
46,9,Prof-specialty,White,Female,40,<=50K
30,11,Handlers-cleaners,White,Male,40,<=50K
64,4,Other-service,White,Female,30,<=50K
31,10,Sales,Black,Female,40,<=50K
64,9,Other-service,White,Male,20,<=50K
45,9,Machine-op-inspct,White,Female,40,<=50K
32,9,Adm-clerical,Black,Female,40,<=50K
43,13,Machine-op-inspct,Amer-Indian-Eskimo,Male,40,<=50K
23,10,Sales,White,Male,45,<=50K
49,9,Craft-repair,White,Male,40,<=50K
32,8,Machine-op-inspct,White,Male,40,<=50K
49,11,Exec-managerial,White,Female,40,<=50K
33,10,Prof-specialty,White,Male,40,<=50K
28,15,Prof-specialty,White,Female,85,<=50K
47,9,Sales,Black,Male,40,<=50K
41,9,Other-service,White,Male,40,<=50K
34,14,Exec-managerial,White,Male,40,>50K
25,9,Other-service,White,Female,35,<=50K
21,10,Sales,White,Female,15,<=50K
25,9,Farming-fishing,White,Male,30,<=50K
46,5,Other-service,White,Male,40,<=50K
37,2,Craft-repair,Asian-Pac-Islander,Male,40,<=50K
41,10,Craft-repair,White,Male,56,>50K
30,9,Tech-support,White,Male,40,>50K
54,10,Machine-op-inspct,White,Male,40,<=50K
35,9,Farming-fishing,White,Male,99,<=50K
21,10,Tech-support,White,Female,25,<=50K
35,14,Sales,White,Male,40,>50K
35,15,Prof-specialty,White,Male,80,>50K
19,10,Craft-repair,White,Male,20,<=50K
48,9,Exec-managerial,White,Female,40,<=50K
65,10,Craft-repair,White,Female,35,<=50K
40,13,Adm-clerical,Black,Male,35,<=50K
26,9,Adm-clerical,White,Female,40,<=50K
45,10,Exec-managerial,White,Male,40,<=50K
26,10,Craft-repair,White,Male,40,<=50K
32,9,Adm-clerical,White,Male,40,<=50K
22,10,Craft-repair,White,Male,48,<=50K
37,11,Prof-specialty,White,Female,38,<=50K
25,13,Craft-repair,White,Male,40,<=50K
64,2,Transport-moving,White,Male,53,<=50K
46,11,Exec-managerial,White,Male,48,>50K
30,9,Handlers-cleaners,White,Male,27,<=50K
63,12,Exec-managerial,White,Male,40,>50K
51,9,Protective-serv,White,Male,40,>50K
68,4,Exec-managerial,White,Male,16,<=50K
36,16,Prof-specialty,White,Male,50,<=50K
28,10,Exec-managerial,White,Male,50,<=50K
41,10,Sales,White,Male,40,<=50K
47,10,Prof-specialty,White,Male,40,<=50K
22,10,Other-service,Black,Female,30,<=50K
46,13,Prof-specialty,White,Male,40,>50K
28,10,Adm-clerical,White,Female,40,<=50K
36,9,Craft-repair,White,Male,52,>50K
18,10,Sales,White,Female,20,<=50K
56,9,Exec-managerial,White,Male,35,<=50K
54,9,Adm-clerical,White,Female,40,<=50K
29,9,Exec-managerial,Black,Female,40,<=50K
40,10,Handlers-cleaners,Amer-Indian-Eskimo,Female,84,<=50K
22,9,Handlers-cleaners,White,Male,35,<=50K
33,9,Machine-op-inspct,White,Male,40,>50K
28,9,Transport-moving,White,Male,50,<=50K
63,10,Prof-specialty,White,Female,12,<=50K
37,6,Craft-repair,White,Male,50,<=50K
50,10,Exec-managerial,White,Male,40,<=50K
22,9,Craft-repair,White,Male,40,<=50K
40,12,Adm-clerical,White,Female,40,<=50K
21,10,Prof-specialty,White,Male,40,<=50K
25,12,Handlers-cleaners,Black,Male,40,<=50K
20,10,Craft-repair,White,Female,40,<=50K
43,9,Transport-moving,White,Male,40,<=50K
29,11,Exec-managerial,White,Female,50,<=50K
32,13,Sales,White,Male,40,>50K
42,14,Sales,White,Male,50,>50K
33,9,Machine-op-inspct,Asian-Pac-Islander,Male,40,<=50K
27,10,Exec-managerial,White,Female,40,>50K
29,10,Machine-op-inspct,White,Male,38,<=50K
29,9,Transport-moving,White,Male,40,<=50K
20,10,Exec-managerial,White,Female,20,<=50K
35,6,Adm-clerical,White,Male,40,<=50K
